Code,Site,Pair,Fenceence/UnfnFence,Transect #,Segment,SqMSampled,TickCount,All_BL_Ticks,BL_Adults,BL_Nymphs,BL_Larva,All_Dg_Ticks,Dg_Adults,Dg_Nymphs,Dg_Larva,All_ALH_Ticks,ALH_Adults,ALH_Nymphs,ALH_Larva,Collectors,Iders,Temp,RH,DampDry,CloudCover,notes
221h,MRG2,2,UnfnFence,1,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222a,MRG2,2,UnfnFence,2,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222b,MRG2,2,UnfnFence,2,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222c,MRG2,2,UnfnFence,2,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222d,MRG2,2,UnfnFence,2,d,10.00,2,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,
222e,MRG2,2,UnfnFence,2,e,10.00,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
222f,MRG2,2,UnfnFence,2,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222g,MRG2,2,UnfnFence,2,g,10.00,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
222h,MRG2,2,UnfnFence,2,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223a,MRG2,2,UnfnFence,3,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223b,MRG2,2,UnfnFence,3,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223c,MRG2,2,UnfnFence,3,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223d,MRG2,2,UnfnFence,3,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223e,MRG2,2,UnfnFence,3,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223f,MRG2,2,UnfnFence,3,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223g,MRG2,2,UnfnFence,3,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223h,MRG2,2,UnfnFence,3,h,10.00,3,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,
220a,MRG2,2,Fenceence,0,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220b,MRG2,2,Fenceence,0,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220c,MRG2,2,Fenceence,0,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220d,MRG2,2,Fenceence,0,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220e,MRG2,2,Fenceence,0,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220f,MRG2,2,Fenceence,0,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220g,MRG2,2,Fenceence,0,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220h,MRG2,2,Fenceence,0,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221a,MRG2,2,Fenceence,1,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221b,MRG2,2,Fenceence,1,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221c,MRG2,2,Fenceence,1,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221d,MRG2,2,Fenceence,1,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221e,MRG2,2,Fenceence,1,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221f,MRG2,2,Fenceence,1,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221g,MRG2,2,Fenceence,1,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221h,MRG2,2,Fenceence,1,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222a,MRG2,2,Fenceence,2,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222b,MRG2,2,Fenceence,2,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222c,MRG2,2,Fenceence,2,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222d,MRG2,2,Fenceence,2,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222e,MRG2,2,Fenceence,2,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222f,MRG2,2,Fenceence,2,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222g,MRG2,2,Fenceence,2,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222h,MRG2,2,Fenceence,2,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wa,MRG2,3,YTrailside,W,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wb,MRG2,3,YTrailside,W,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wc,MRG2,3,YTrailside,W,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wd,MRG2,3,YTrailside,W,d,10.00,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
32We,MRG2,3,YTrailside,W,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wf,MRG2,3,YTrailside,W,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wg,MRG2,3,YTrailside,W,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Wh,MRG2,3,YTrailside,W,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Ea,MRG2,3,YTrailside,E,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Eb,MRG2,3,YTrailside,E,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Ec,MRG2,3,YTrailside,E,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Ed,MRG2,3,YTrailside,E,d,10.00,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
32Ee,MRG2,3,YTrailside,E,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Ef,MRG2,3,YTrailside,E,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Eg,MRG2,3,YTrailside,E,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
32Eh,MRG2,3,YTrailside,E,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Na,MRG2,FR3,Trailsiderailside,N,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Nb,MRG2,FR3,Trailsiderailside,N,b,10.00,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Nc,MRG2,FR3,Trailsiderailside,N,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Nd,MRG2,FR3,Trailsiderailside,N,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Ne,MRG2,FR3,Trailsiderailside,N,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Nf,MRG2,FR3,Trailsiderailside,N,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Ng,MRG2,FR3,Trailsiderailside,N,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Nh,MRG2,FR3,Trailsiderailside,N,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sa,MRG2,FR3,Trailsiderailside,S,a,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sb,MRG2,FR3,Trailsiderailside,S,b,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sc,MRG2,FR3,Trailsiderailside,S,c,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sd,MRG2,FR3,Trailsiderailside,S,d,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Se,MRG2,FR3,Trailsiderailside,S,e,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sf,MRG2,FR3,Trailsiderailside,S,f,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sg,MRG2,FR3,Trailsiderailside,S,g,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FR32Sh,MRG2,FR3,Trailsiderailside,S,h,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120A,MRG3,1,Fence,0,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120B,MRG3,1,Fence,0,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120C,MRG3,1,Fence,0,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120D,MRG3,1,Fence,0,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120E,MRG3,1,Fence,0,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
120F,MRG3,1,Fence,0,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121A,MRG3,1,Fence,1,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121B,MRG3,1,Fence,1,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121C,MRG3,1,Fence,1,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121D,MRG3,1,Fence,1,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121E,MRG3,1,Fence,1,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
121F,MRG3,1,Fence,1,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122A,MRG3,1,Fence,2,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122B,MRG3,1,Fence,2,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122C,MRG3,1,Fence,2,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122D,MRG3,1,Fence,2,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122E,MRG3,1,Fence,2,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
122F,MRG3,1,Fence,2,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123A,MRG3,1,Fence,3,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123B,MRG3,1,Fence,3,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123C,MRG3,1,Fence,3,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123D,MRG3,1,Fence,3,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123E,MRG3,1,Fence,3,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
123F,MRG3,1,Fence,3,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124A,MRG3,1,Fence,4,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124B,MRG3,1,Fence,4,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124C,MRG3,1,Fence,4,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124D,MRG3,1,Fence,4,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124E,MRG3,1,Fence,4,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
124F,MRG3,1,Fence,4,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110A,MRG3,1,Unf,0,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110B,MRG3,1,Unf,0,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110C,MRG3,1,Unf,0,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110D,MRG3,1,Unf,0,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110E,MRG3,1,Unf,0,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
110F,MRG3,1,Unf,0,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111A,MRG3,1,Unf,1,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111B,MRG3,1,Unf,1,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111C,MRG3,1,Unf,1,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111D,MRG3,1,Unf,1,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111E,MRG3,1,Unf,1,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
111F,MRG3,1,Unf,1,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112A,MRG3,1,Unf,2,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112B,MRG3,1,Unf,2,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112C,MRG3,1,Unf,2,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112D,MRG3,1,Unf,2,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112E,MRG3,1,Unf,2,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
112F,MRG3,1,Unf,2,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113A,MRG3,1,Unf,3,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113B,MRG3,1,Unf,3,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113C,MRG3,1,Unf,3,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113D,MRG3,1,Unf,3,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113E,MRG3,1,Unf,3,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
113F,MRG3,1,Unf,3,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114A,MRG3,1,Unf,4,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114B,MRG3,1,Unf,4,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114C,MRG3,1,Unf,4,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114D,MRG3,1,Unf,4,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114E,MRG3,1,Unf,4,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
114F,MRG3,1,Unf,4,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220A,MRG3,2,Fence,0,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220B,MRG3,2,Fence,0,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220C,MRG3,2,Fence,0,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220D,MRG3,2,Fence,0,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220E,MRG3,2,Fence,0,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220F,MRG3,2,Fence,0,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220G,MRG3,2,Fence,0,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
220H,MRG3,2,Fence,0,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221A,MRG3,2,Fence,1,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221B,MRG3,2,Fence,1,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221C,MRG3,2,Fence,1,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221D,MRG3,2,Fence,1,D,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
221E,MRG3,2,Fence,1,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221F,MRG3,2,Fence,1,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221G,MRG3,2,Fence,1,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
221H,MRG3,2,Fence,1,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222A,MRG3,2,Fence,2,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222B,MRG3,2,Fence,2,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222C,MRG3,2,Fence,2,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222D,MRG3,2,Fence,2,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222E,MRG3,2,Fence,2,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222F,MRG3,2,Fence,2,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222G,MRG3,2,Fence,2,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
222H,MRG3,2,Fence,2,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223A,MRG3,2,Fence,3,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223B,MRG3,2,Fence,3,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223C,MRG3,2,Fence,3,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223D,MRG3,2,Fence,3,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223E,MRG3,2,Fence,3,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223F,MRG3,2,Fence,3,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223G,MRG3,2,Fence,3,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
223H,MRG3,2,Fence,3,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224A,MRG3,2,Fence,4,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224B,MRG3,2,Fence,4,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224C,MRG3,2,Fence,4,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224D,MRG3,2,Fence,4,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224E,MRG3,2,Fence,4,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224F,MRG3,2,Fence,4,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224G,MRG3,2,Fence,4,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
224H,MRG3,2,Fence,4,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210A,MRG3,2,Unf,0,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210B,MRG3,2,Unf,0,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210C,MRG3,2,Unf,0,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210D,MRG3,2,Unf,0,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210E,MRG3,2,Unf,0,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210F,MRG3,2,Unf,0,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210G,MRG3,2,Unf,0,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
210H,MRG3,2,Unf,0,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211A,MRG3,2,Unf,1,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211B,MRG3,2,Unf,1,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211C,MRG3,2,Unf,1,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211D,MRG3,2,Unf,1,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211E,MRG3,2,Unf,1,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211F,MRG3,2,Unf,1,F,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,"2 on sheet, 1 in tube"
211G,MRG3,2,Unf,1,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
211H,MRG3,2,Unf,1,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
212A,MRG3,2,Unf,2,A,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
212B,MRG3,2,Unf,2,B,10.00,7,7,0,0,7,0,0,0,0,0,0,0,0,,,,,,,
212C,MRG3,2,Unf,2,C,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
212D,MRG3,2,Unf,2,D,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
212E,MRG3,2,Unf,2,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
212F,MRG3,2,Unf,2,F,10.00,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
212G,MRG3,2,Unf,2,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
212H,MRG3,2,Unf,2,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
213A,MRG3,2,Unf,3,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
213B,MRG3,2,Unf,3,B,10.00,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
213C,MRG3,2,Unf,3,C,10.00,3,3,0,0,3,0,0,0,0,0,0,0,0,,,,,,,
213D,MRG3,2,Unf,3,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
213E,MRG3,2,Unf,3,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
213F,MRG3,2,Unf,3,F,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
213G,MRG3,2,Unf,3,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
213H,MRG3,2,Unf,3,H,10.00,5,5,0,0,5,0,0,0,0,0,0,0,0,,,,,,,
214A,MRG3,2,Unf,4,A,10.00,2,2,0,1,1,0,0,0,0,0,0,0,0,,,,,,,
214B,MRG3,2,Unf,4,B,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
214C,MRG3,2,Unf,4,C,10.00,22,3,0,0,3,0,0,0,0,19,0,19,0,,,,,,,
214D,MRG3,2,Unf,4,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
214E,MRG3,2,Unf,4,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
214F,MRG3,2,Unf,4,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
214G,MRG3,2,Unf,4,G,10.00,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
214H,MRG3,2,Unf,4,H,10.00,13,13,0,0,13,0,0,0,0,0,0,0,0,,,,,,,
FR32SA,MRG3,FR3,Trailside,S,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SB,MRG3,FR3,Trailside,S,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SC,MRG3,FR3,Trailside,S,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SD,MRG3,FR3,Trailside,S,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SE,MRG3,FR3,Trailside,S,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SF,MRG3,FR3,Trailside,S,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SG,MRG3,FR3,Trailside,S,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32SH,MRG3,FR3,Trailside,S,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,South
FR32NA,MRG3,FR3,Trailside,N,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NB,MRG3,FR3,Trailside,N,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NC,MRG3,FR3,Trailside,N,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32ND,MRG3,FR3,Trailside,N,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NE,MRG3,FR3,Trailside,N,E,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NF,MRG3,FR3,Trailside,N,F,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NG,MRG3,FR3,Trailside,N,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
FR32NH,MRG3,FR3,Trailside,N,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,north
YT2EA,MRG3,YT,Trailside,E,A,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2EB,MRG3,YT,Trailside,E,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2EC,MRG3,YT,Trailside,E,C,10.00,3,3,0,0,3,0,0,0,0,0,0,0,0,,,,,,,"west; 1 on sheet, 3 in tube"
YT2ED,MRG3,YT,Trailside,E,D,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2EE,MRG3,YT,Trailside,E,E,10.00,7,7,0,0,7,0,0,0,0,0,0,0,0,,,,,,,west
YT2EF,MRG3,YT,Trailside,E,F,10.00,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2EG,MRG3,YT,Trailside,E,G,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2EH,MRG3,YT,Trailside,E,H,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,west
YT2WA,MRG3,YT,Trailside,W,A,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,east
YT2WB,MRG3,YT,Trailside,W,B,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,east
YT2WC,MRG3,YT,Trailside,W,C,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,east
YT2WD,MRG3,YT,Trailside,W,D,10.00,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,east
