Species,Common Name,SiteName,SegmCode,Site_location,Pair,Treatm,Transect,Segment,Adults,Nymphs,Larva,Total
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-A,MRG2,2,Fen,1,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG2,3,Unf,1,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG2,2,Unf,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG1,1,Unf,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-A,MRG1,2,Fen,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG1,2,Unf,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-A,MRG1,3,Trailside,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-A,MRG1,1,Fen,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG2,1,Unf,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-A,MRG2,1,Fen,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-A,MRG2,2,Fen,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG2,3,Unf,1,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-A,MRG2,2,Unf,1,A,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,1,Unf,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,2,Fen,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,2,Unf,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-B,MRG1,3,Trailside,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,1,Fen,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,1,Unf,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,1,Fen,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,2,Fen,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,3,Unf,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,2,Unf,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,1,Unf,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,2,Fen,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,2,Unf,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-B,MRG1,3,Trailside,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,1,Fen,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,1,Unf,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,1,Fen,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,2,Fen,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,3,Unf,1,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,2,Unf,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,1,Unf,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,2,Fen,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG1,2,Unf,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-B,MRG1,3,Trailside,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG1,1,Fen,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,1,Unf,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,1,Fen,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-B,MRG2,2,Fen,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,3,Unf,1,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-B,MRG2,2,Unf,1,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,1,Unf,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,2,Fen,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,2,Unf,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-C,MRG1,3,Trailside,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,1,Fen,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,1,Unf,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,1,Fen,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,2,Fen,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,3,Unf,1,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,2,Unf,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,1,Unf,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,2,Fen,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,2,Unf,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-C,MRG1,3,Trailside,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,1,Fen,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,1,Unf,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,1,Fen,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,2,Fen,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,3,Unf,1,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,2,Unf,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,1,Unf,1,C,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,2,Fen,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG1,2,Unf,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-C,MRG1,3,Trailside,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG1,1,Fen,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,1,Unf,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,1,Fen,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-C,MRG2,2,Fen,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,3,Unf,1,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-C,MRG2,2,Unf,1,C,0,2,0,2
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,1,Unf,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,2,Fen,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,2,Unf,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-D,MRG1,3,Trailside,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,1,Fen,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,1,Unf,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,1,Fen,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,2,Fen,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,3,Unf,1,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,2,Unf,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,1,Unf,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,2,Fen,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,2,Unf,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-D,MRG1,3,Trailside,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,1,Fen,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,1,Unf,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,1,Fen,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,2,Fen,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,3,Unf,1,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,2,Unf,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,1,Unf,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,2,Fen,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG1,2,Unf,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-D,MRG1,3,Trailside,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG1,1,Fen,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,1,Unf,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,1,Fen,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-D,MRG2,2,Fen,1,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,3,Unf,1,D,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-D,MRG2,2,Unf,1,D,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,1,Unf,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,2,Fen,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,2,Unf,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-E,MRG1,3,Trailside,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,1,Fen,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,1,Unf,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,1,Fen,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,2,Fen,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,3,Unf,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,2,Unf,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,1,Unf,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,2,Fen,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,2,Unf,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-E,MRG1,3,Trailside,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,1,Fen,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,1,Unf,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,1,Fen,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,2,Fen,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,3,Unf,1,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,2,Unf,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,1,Unf,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,2,Fen,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG1,2,Unf,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-E,MRG1,3,Trailside,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG1,1,Fen,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,1,Unf,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,1,Fen,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-E,MRG2,2,Fen,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,3,Unf,1,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-E,MRG2,2,Unf,1,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,1,Unf,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,2,Fen,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,2,Unf,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-F,MRG1,3,Trailside,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,1,Fen,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,1,Unf,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,1,Fen,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,2,Fen,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,3,Unf,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,2,Unf,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,1,Unf,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,2,Fen,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,2,Unf,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-F,MRG1,3,Trailside,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,1,Fen,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,1,Unf,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,1,Fen,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,2,Fen,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,3,Unf,1,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,2,Unf,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,1,Unf,1,F,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,2,Fen,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG1,2,Unf,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-F,MRG1,3,Trailside,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG1,1,Fen,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,1,Unf,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,1,Fen,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-F,MRG2,2,Fen,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,3,Unf,1,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-F,MRG2,2,Unf,1,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG1,2,Fen,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG1,2,Unf,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-G,MRG1,3,Trailside,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG2,2,Fen,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,3,Unf,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,2,Unf,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG1,2,Fen,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG1,2,Unf,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-G,MRG1,3,Trailside,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG2,2,Fen,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,3,Unf,1,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,2,Unf,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG1,2,Fen,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG1,2,Unf,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-G,MRG1,3,Trailside,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-G,MRG2,2,Fen,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,3,Unf,1,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-G,MRG2,2,Unf,1,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG1,2,Fen,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG1,2,Unf,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-1-H,MRG1,3,Trailside,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG2,2,Fen,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,3,Unf,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,2,Unf,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG1,2,Fen,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG1,2,Unf,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-1-H,MRG1,3,Trailside,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG2,2,Fen,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,3,Unf,1,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,2,Unf,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG1,2,Fen,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG1,2,Unf,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-1-H,MRG1,3,Trailside,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-1-H,MRG2,2,Fen,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,3,Unf,1,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-1-H,MRG2,2,Unf,1,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,1,Unf,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,2,Fen,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-2-A,MRG1,3,Trailside,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG1,1,Fen,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,2,Unf,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,1,Unf,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,1,Fen,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-2-A,MRG2,2,Fen,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,2,Unf,2,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG2,3,Unf,2,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-2-A,MRG1,1,Unf,2,A,0,0,0,0
